1396047477695029249,2021-05-22 10:17:10+00:00,Tava tão feliz c o apartamento mas acho q é golpe
1396047411047542785,2021-05-22 10:16:54+00:00,@rita_castro1 Bom dia Sweetie!! Sábado feliz!! 🌞🙏🥰☕😘
1396047195921604611,2021-05-22 10:16:03+00:00,Bom dia e um feliz sábado a todos ✌🏼💜🍀. 😘😘 https://t.co/4mwkkKxCtB
1396046918153904128,2021-05-22 10:14:57+00:00,Eu estou tão feliz pela Hande ela merece tudo !
1396045926016368642,2021-05-22 10:11:00+00:00,Estou tao feliz finalmente em Castelo Branco com o meu xuxu
1396045019975454721,2021-05-22 10:07:24+00:00,"@Maraia21401743 Obrigada Maraia!🤗♥️
Feliz dia,bom fim de semana!😘🌼🌹
#CanYaman
#SandokanTheSeries
#Sandokan
#LuxVide https://t.co/uixkrq949k"
1396044640902696964,2021-05-22 10:05:54+00:00,Chegaa ñ gostam de ver uma pessoa feliz deixem as pessoas serem felizes vcs so sabem flr dos outros e por as pessoas umas contra as outras  vcs merecem morrer yeah ..
1396043239455657986,2021-05-22 10:00:20+00:00,"Feliz Dia do Município de Leiria 😍

⚪️🔴 #AForçaDaUnião https://t.co/bQY2BXqbxf"
1396042849318318080,2021-05-22 09:58:47+00:00,Benzema: Estar na seleção é uma recompensa e estou super feliz https://t.co/zY6FYKd266
1396042336661118976,2021-05-22 09:56:44+00:00,@jcaetanodias Deixa-a viver feliz
1396041381433561088,2021-05-22 09:52:57+00:00,@BlogdoNoblat Voto nele sem medo de ser feliz. Quero voltar a sentir orgulho do meu Brasil.
1396039920570011650,2021-05-22 09:47:08+00:00,"@TheRemedyBlog É preciso coragem para um vídeo daqueles. Parabéns meu caro. Faz o que quer que seja, mas sê feliz! :)"
1396039642328207360,2021-05-22 09:46:02+00:00,@manuelgandullo1 @SevillaFC Feliz sábado Manu😘😘
1396039362207535107,2021-05-22 09:44:55+00:00,@AnaPRDeepBlue Bom dia Ana. sábado feliz
1396038948355444740,2021-05-22 09:43:17+00:00,Levem-me ao rally e eu sou feliz
1396038729744191488,2021-05-22 09:42:24+00:00,quero aprender a ser feliz sozinho para depois ser feliz acompanhado
1396038380375392257,2021-05-22 09:41:01+00:00,"@Carla4911 Bom dia 😊😊
Feliz dia do abraço https://t.co/ucIk6y0leO"
1396038280915951617,2021-05-22 09:40:37+00:00,@r_rodrigues0303 @0705Rita fico feliz por ouvir isso
1396036453503836163,2021-05-22 09:33:22+00:00,Estou tão feliz por poder voltar a estar com o meu menino 😍😍
1396036120752836608,2021-05-22 09:32:02+00:00,"@TelmaCarlos7 vamos roubar na melicia, tudo p te fazer feliz"
1396035635404808199,2021-05-22 09:30:07+00:00,Vou ser mt mais feliz qnd conseguir deixar os problemas do trabalho no trabalho
1396035088106807298,2021-05-22 09:27:56+00:00,"Mais uma leitora, feliz! 😊 https://t.co/CG1kg16v25"
1396035046184783873,2021-05-22 09:27:46+00:00,Bué feliz quando as pessoas mais velhas me seguem no lost!! 😍🤩
1396033948900339712,2021-05-22 09:23:25+00:00,"Parabéns aos noivos @MigCMatos e @A_SofiaSantos! 
Que tenham uma longa, feliz e divertida vida juntos 🎉"
1396033606271778817,2021-05-22 09:22:03+00:00,@Isabel74893898 Feliz e maravilhoso dia beijinhos ❤️
1396032996604534792,2021-05-22 09:19:38+00:00,"O Tony Maia sabe tudo o que é preciso para construir uma sociedade coesa, segura, acolhedora e feliz. Se perderam a esperança no futuro, na Educação e no Desporto vejam este vídeo. Garanto que a voltam a recuperar!
1/2 https://t.co/lkGk8AR9Xo"
1396032034523566085,2021-05-22 09:15:48+00:00,Quem não gosta de um abraço bem apertado??? Eu adoroooo 🥰!!! Feliz dia do abraço para todos!!! Bom dia🤗🤗🌞🌞☕😘 https://t.co/ZV2dhfACS4
1396031823424237569,2021-05-22 09:14:58+00:00,"@sabianytalents feliz aniversário, tudo de bom 🎉"
1396031688996753410,2021-05-22 09:14:26+00:00,"Fico tão feliz que o ohgeesy tá a fzr música com o dababy, ele merece mainstream love"
1396030978431332352,2021-05-22 09:11:36+00:00,"Agora andamos os dois com pulseiras fofas 😌 ele nem a tira, Ta feliz 🥺"
1396029573343612930,2021-05-22 09:06:01+00:00,"E Portugal uma grande surpresa. Ficava muito feliz com um top 5 (e merecíamos que este ano tá fraquinho, frasquinho...) #Eurovision"
1396028650638688257,2021-05-22 09:02:21+00:00,"Mano o Diogo antes nem TikTok tinha instalado agora acordo com ele a mandar-me 10 vídeos de animes que eu nunca vi na vida, não sei se fico feliz ou triste por ele me estar a dar spoilers!"
1396028574478618624,2021-05-22 09:02:03+00:00,Se hoje ganhar a França ou Portugal eu fico feliz 🤩 #Eurovision
1396026458200547328,2021-05-22 08:53:39+00:00,"Hoje faz três anos do dia mais feliz da minha vida, uma das minhas maiores metas, a minha carta de condução 🚘❤️"
1396025096939114499,2021-05-22 08:48:14+00:00,a minha mãe está bue feliz por mim 🥺 amo-a tanto
1396023648922787844,2021-05-22 08:42:29+00:00,"@sou_ladeira Same, nem me acredito e tou mega feliz"
1396023640844640256,2021-05-22 08:42:27+00:00,"@LittleBastard76 Feliz sábado, bonita. 😘"
1396023380034392066,2021-05-22 08:41:25+00:00,"Eu achei q eu me sentiria extremamente feliz qnd eu tomasse a vacina... Mas eu só me sinto mal por ser a única na minha família vacinada, qnd minha mãe e meu irmão precisam mt mais q eu, mas ainda n podem tomar."
1396019794269425665,2021-05-22 08:27:10+00:00,"@adrianafdonas Quanto ressabiamento,pq não vai ser “feliz” com o “amigo verdadeiro” e para de fazer figuras tristes."
1396017915737034754,2021-05-22 08:19:42+00:00,"@couto_daiana Tem 8m dia maravilhoso Daiana ❤
Fim de semana feliz ☀️🥰😘"
1396017848275935235,2021-05-22 08:19:26+00:00,"@mrsquintas Bom dia amiga, um sábado feliz para ti. ☕️🧁☁️🍀🙋‍♂️"
1396017458713186304,2021-05-22 08:17:53+00:00,"É até seres infectado pelo corona, por não usares mascara. Aí, deixas de cheirar e ficas feliz até morreres, nos próximos dias. https://t.co/VbwBoki83w"
1396016485349445632,2021-05-22 08:14:01+00:00,"quem te faz feliz é o meu melhor amigo, mesmo que seja a pessoa que me tira de ti"
1396014718536634370,2021-05-22 08:07:00+00:00,"sou tão feliz por o ter comigo, que orgulho naquele rapaz foda-se"
1396013877339607041,2021-05-22 08:03:39+00:00,"vida social a voltar, família a ser toda vacinada, amizades saudáveis, tou feliz foda se"
1396012108932845568,2021-05-22 07:56:38+00:00,"Parabéns, @amandalimajor. Que seja um dia feliz. 🥰"
1396012023595642880,2021-05-22 07:56:17+00:00,A pessoa está velha e fica feliz quando recebe um cabaz oferta dos supermercados
1396010349392973830,2021-05-22 07:49:38+00:00,"@A_SofiaSantos Sim, é fun!

(Parabéns, miúda. A ti e ao Miguel. Que seja um dia feliz.😊)"
1396010344053624834,2021-05-22 07:49:37+00:00,"Na verdade sou feliz com pouco 
Arrisco, sou louco e se não vir troco, 
Repito e ponto, po fight tou pronto, memo no sufoco"
1396008690226974720,2021-05-22 07:43:02+00:00,@aluap50680673 Bom dia linda um dia feliz 💙😘
1396006263570436099,2021-05-22 07:33:24+00:00,@SoniaTe15757911 Verdade linda 💜um abracinho grande e um dia feliz 😍😘
1396005124875636736,2021-05-22 07:28:52+00:00,@Carla4911 Tão bom rever estes momentos 🥰🥰 abracinho e um dia muito feliz ❤️
1396004778925301767,2021-05-22 07:27:30+00:00,"o meu Messi faz anos
eu fui lhe dar os parabéns toda feliz e ele fez um ""MIAAAU"" feio e mau para mim :("
1396002645253427201,2021-05-22 07:19:01+00:00,@btsportugal @BTS_twt Super cansada mas tão feliz com estas últimas 24h! Agora é continuar 💪🏻 https://t.co/uQKAXuTwas
1395998717040332805,2021-05-22 07:03:25+00:00,@PNSpedronuno A malta fica feliz por evitar mais um NB. Vocês estão a queimar dinheiro dos contribuintes
1395997923087900674,2021-05-22 07:00:15+00:00,@Manu1503 Bom dia Manu. Dia feliz
1395995925080911878,2021-05-22 06:52:19+00:00,Bom dia que  seja maravilhoso e muito feliz beijinhos ❤️❤️😘😘 https://t.co/Wa28yGzRPs
1395964970718871552,2021-05-22 04:49:19+00:00,@express_bangtan Conseguimos! Batemos o nosso próprio record! Tão feliz! Obrigada a todas as ARMYS portuguesas e de todo o mundo! Juntas somos imbatíveis! Fighting! We are just one! Borahae 💜 https://t.co/2uAKuFz9Wr
1395957229266874370,2021-05-22 04:18:33+00:00,@hanaofcai São 5:18 da manhã eu preciso dormir mas estou feliz demais da conta!
1395954367338061824,2021-05-22 04:07:11+00:00,Quero o klay de volta para ser feliz https://t.co/oa0zXtY1bT
1395945134819266560,2021-05-22 03:30:30+00:00,ninguém te valoriza até te ver feliz com outra pessoa.
1395938281171427330,2021-05-22 03:03:16+00:00,boa noite minha galerinha feliz https://t.co/duxO53ZKHA
1395934966899425280,2021-05-22 02:50:05+00:00,Caralho eu tou muito feliz com meu cabelo fodassssssssssssssse
1395927638179450882,2021-05-22 02:20:58+00:00,@btsportugal @BTS_twt Feliz mas com muito sono 😂
1395926074773626883,2021-05-22 02:14:45+00:00,"@LaurinhaIronic Parabéns, abiguinha!!!
🎂🥂👏👏👏
Feliz aniversário
E curta muito seu dia com sua família"
1395925857236029445,2021-05-22 02:13:54+00:00,"@Wordcandance Com certeza também terás os teus motivos para te sentires feliz! 😁
Já somos dois. Sinutab ou outro anti-histamínico... Boa noite! :)"
1395925133999677440,2021-05-22 02:11:01+00:00,Estou tão mas tão feliz de perceber os exercícios todos 🥰
1395924940130590721,2021-05-22 02:10:15+00:00,@xmovu Tb eu me sentiria feliz c essa coisa boa q é o teu filho ;) .O meu descanso  vai levar mais tempo q as alergias estão a chatear. Mas passam ;) Boa noite :)
1395924742834696200,2021-05-22 02:09:28+00:00,comer me deixa tao feliz
