1396046699165110272,2021-05-22 10:14:05+00:00,Eu ótima com localizações sempre
1396040746482999296,2021-05-22 09:50:25+00:00,@AngelaL79638582 Tem um ótimo dia e espero que tenha sido bom o pequeno almoço 🤗
1396036645296672774,2021-05-22 09:34:08+00:00,acordar e levar logo com má disposição é smp ótimo 🙄
1396035402012766210,2021-05-22 09:29:11+00:00,"Esse garoto vai ser um ótimo cidadão, assumir o erro é pra poucos!!!!! https://t.co/cZP0gv7Ayr"
1396032300182298626,2021-05-22 09:16:52+00:00,Dia ótimo para ficar com um torcicolo
1396018073249931264,2021-05-22 08:20:20+00:00,"@Manu1503 Bom dia linda, ótimo sábado!😘"
1396017655631466496,2021-05-22 08:18:40+00:00,9:18 a um sábado é ótimo 😒
1396015618902708228,2021-05-22 08:10:34+00:00,"@aluap50680673 Verdade Paulinha, mandou um beijinho. Bom dia e um ótimo sábado"
1395995743756955653,2021-05-22 06:51:36+00:00,@joaocccastela És um ótimo namorado deixa que te diga
1395988953996697602,2021-05-22 06:24:37+00:00,Que ótima maneira para começar este belo sábado
1395972224180494339,2021-05-22 05:18:08+00:00,@Syrah___ Fascismo é ótimo.
1395932822251188226,2021-05-22 02:41:34+00:00,"Mano a anna é maluka mdskkkkkkkkkkkkk
Ótima pessoa"
1395928490378240001,2021-05-22 02:24:21+00:00,ele é lindo e um ótimo chefe https://t.co/wT2XaOZHqw
1395925027665625094,2021-05-22 02:10:36+00:00,"Repensando muitas coisas. Trabalhar com coisas que te motivam mesmo quando sua vida não está no melhor lugar, nem sua mente, é ótimo."
1395915786460479494,2021-05-22 01:33:53+00:00,@LeoniceMariana1 Como piada é ótima
1395915306720186369,2021-05-22 01:31:58+00:00,@mcpascoa @catonsaturn Além disso conheço uma ótima churrasqueira 🤣🤣🤣
1395892531578220547,2021-05-22 00:01:28+00:00,"@DracS88 @kamara0 @futebol_info Sim, era um ótimo técnico. Se for pro Fla vai se dar muito bem"
1395885827037831169,2021-05-21 23:34:50+00:00,"@GuilhermeSWLK @Margaridasdfhjk @andre_andrelipe @Adrianastica @theumilk99 Eu sou uma ótima mãe, fode-te"
1395875705846706176,2021-05-21 22:54:37+00:00,Chato pra caralho! Ahahahahaha. A piada foi ótima. https://t.co/WAvUOd9WGr
